DATE_TIME,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,HOUR
2020-05-15 07:00:00,41345.914287,4052.6621428999997,78.07954545409092,6852879.871727273,24.5373984,27.185652866666665,0.1419404433333333,7
2020-05-15 07:15:00,44564.20833,4368.7226191,125.08982683636364,6852927.492818182,24.8159595,28.888477857142853,0.1547126757142856,7
2020-05-15 07:30:00,43619.291666,4275.935119,175.0170454590909,6852976.929363637,24.988789866666668,29.6056438,0.1487991533333333,7
2020-05-15 07:45:00,44395.892857,4352.0946427,222.20129870454545,6853024.220727273,25.21618033333333,29.547110933333336,0.1447934189333333,7
2020-05-15 08:00:00,64834.803572,6365.6089285,280.0373376681818,6853081.751545455,25.41951306666667,31.412544733333327,0.2016386213333333,8
2020-05-15 08:15:00,101937.157142,10002.0646429,374.05487013181823,6853175.943181818,25.95908213333333,35.5287108,0.3457076533333333,8
2020-05-15 08:30:00,112129.565473,10995.602976099999,498.63582251363636,6853300.587318182,26.430782066666666,40.3180586,0.4053485726666666,8
2020-05-15 08:45:00,92505.464285,9080.0678571,603.1599026,6853404.890454546,26.8318298,39.08195373333332,0.3124267953333332,8
2020-05-15 09:00:00,165598.892858,16211.35,754.2353896090909,6853555.5990454545,27.6209698,45.0092326,0.6231526486666666,9
2020-05-15 09:15:00,98826.017857,9692.832143,908.2264610363636,6853710.004363636,27.988362071428572,46.6177065,0.3448840357142857,9
2020-05-15 09:30:00,76522.24999899999,7511.4000001,994.9496753045455,6853797.353909091,27.516727866666667,39.136326,0.2492484,9
2020-05-15 09:45:00,161370.035715,15793.1124999,1115.1536796545454,6853916.853909091,27.450107666666668,40.93057693333333,0.5412059773333334,9
2020-05-15 10:00:00,183026.214283,17896.7982142,1333.9423702000001,6854136.3165,28.632191866666663,52.5477356,0.670675372,10
2020-05-15 10:15:00,158716.553571,15531.95,1498.7970779090908,6854299.8766363645,28.768912733333337,47.633738,0.5722834766666666,10
2020-05-15 10:30:00,129103.635715,12648.5917859,1673.7806817727273,6854475.562545454,29.35144260000001,49.249723266666656,0.4551483833333333,10
2020-05-15 10:45:00,113123.142857,11091.6289285,1809.0587662272728,6854610.514636364,28.854707866666665,44.048325600000005,0.3619616539999999,10
2020-05-15 11:00:00,193768.035707,18936.5592845,1972.270617,6854774.381090909,29.410819333333336,47.68545339999999,0.6365608813333332,11
2020-05-15 11:15:00,160301.22619000002,15683.7136904,2170.5800865454544,6854971.693727273,30.21606228571428,50.006988571428565,0.5857872135714286,11
2020-05-15 11:30:00,155409.160714,15207.2839286,2351.1842532272726,6855153.227136364,30.2870728,49.8413636,0.5570693833333333,11
2020-05-15 11:45:00,167668.196427,16401.5892857,2512.3230519090907,6855314.678590909,30.811049333333333,47.8363832,0.4679868693333333,11
2020-05-15 12:00:00,155821.696428,15250.8083332,2710.0430195000004,6855511.8915,31.305375066666663,49.183583533333326,0.5149625866666667,12
2020-05-15 12:15:00,209569.398819,20477.0178565,2906.0137987272724,6855708.7378181815,31.50729773333333,49.84449266666666,0.7878660286666666,12
2020-05-15 12:30:00,197884.50001,19341.707142,3143.775974045455,6855944.768363637,32.147684733333335,52.35325513333333,0.6492476293333334,12
2020-05-15 12:45:00,209419.238093,20470.8976196,3358.145292227273,6856159.755681818,32.39142040000001,50.631239933333326,0.761243312,12
2020-05-15 13:00:00,129842.357143,12721.8767857,3543.696428545454,6856345.147772727,32.622796071428574,49.610767714285714,0.4160351014285714,13
2020-05-15 13:15:00,149740.553574,14665.9857143,3704.172889636364,6856506.446681818,32.49706446666666,47.01116133333333,0.489243946,13
2020-05-15 13:30:00,175573.464286,17185.6589285,3884.042207818182,6856685.603863636,32.52462140000001,46.66986293333333,0.574561224,13
2020-05-15 13:45:00,170970.589284,16736.7428575,4073.566558545455,6856874.882499999,32.67847086666667,47.516884133333335,0.560985624,13
2020-05-15 14:00:00,222438.714294,21747.0660709,4288.7199675,6857089.345,33.763185400000005,49.80390433333333,0.7350834633333333,14
2020-05-15 14:15:00,259813.28571999999,25352.546429,4557.521103954546,6857358.783363637,34.13076993333335,55.030613,0.8936614913333333,14
2020-05-15 14:30:00,142901.932142,13989.1960714,4802.250324636364,6857603.648863637,34.08138426666667,54.51913673333334,0.466788824,14
2020-05-15 14:45:00,160715.529762,15723.0553573,4952.359036818182,6857754.874181818,33.69572221428571,47.618194642857134,0.5421384957142857,14
2020-05-15 15:00:00,128604.375,12603.7660715,5120.801136363636,6857922.7102272725,33.89057606666666,46.02908119999999,0.3988885433333333,15
2020-05-15 15:15:00,143255.142856,14031.0267857,5272.090909045455,6858074.000045454,34.043744000000004,44.28609193333333,0.4472921486666666,15
2020-05-15 15:30:00,166946.32143,16342.9196427,5445.205627727272,6858247.811681818,34.40285233333333,46.7442812,0.5651963973333332,15
2020-05-15 15:45:00,107547.160714,10543.7660713,5584.471861454545,6858386.070363637,34.430942666666674,43.9206158,0.3462306933333333,15
2020-05-15 16:00:00,109120.678571,10704.0232143,5722.171266272728,6858524.080318182,34.38115033333334,43.332853333333325,0.3581823699999999,16
2020-05-15 16:15:00,99493.017857,9763.4464286,5827.660714272727,6858629.569818183,34.12625693333333,41.007431933333336,0.3288961193333332,16
2020-05-15 16:30:00,104079.607143,10210.6642856,5946.182629818182,6858747.728136363,34.35660993333333,41.28059066666666,0.344954196,16
2020-05-15 16:45:00,77777.196429,7643.7595239,6048.143939409091,6858850.295454546,33.86159653333333,39.419075933333325,0.260346758,16
2020-05-15 17:00:00,49913.767857,4894.9928571,6119.1290583636355,6858921.1031818185,33.443313571428575,36.82670364285714,0.1668127414285714,17
2020-05-15 17:15:00,49718.660716,4875.0053572,6175.422889636364,6858977.331954545,33.30025473333334,35.852207400000005,0.1738986373333333,17
2020-05-15 17:30:00,26248.833333,2558.0166667,6211.215909090909,6859013.1477272725,33.03212220000001,34.3384004,0.08716189,17
2020-05-15 17:45:00,11391.25,1102.00535715,6232.811688318182,6859034.688318182,32.311871133333334,31.54853933333333,0.0384030336,17
2020-05-15 18:00:00,6505.0,628.37678572,6243.202110409091,6859045.111181819,31.13241364285714,30.225331,0.0225449364285714,18
2020-05-15 18:15:00,2199.21785711,212.151785715,6247.709415636364,6859049.626045454,29.243110933333337,28.6825074,0.00914994484,18
2020-05-15 18:30:00,0.0,0.0,6248.772727272727,6859050.681818182,28.495518,27.285992266666668,0.001841024544,18
2020-05-15 18:45:00,0.0,0.0,6248.772727272727,6859050.681818182,27.8840638,25.96194653333333,0.0,18
2020-05-15 19:00:00,0.0,0.0,6247.357142857143,6918639.214285715,27.455975400000003,25.38531306666667,0.0,19
2020-05-15 19:15:00,0.0,0.0,6247.357142857143,6918639.214285715,27.0975484,25.200846400000003,0.0,19
2020-05-15 19:30:00,0.0,0.0,6247.357142857143,6918639.214285715,27.01870113333333,25.745267733333336,0.00012538276,19
2020-05-15 19:45:00,0.0,0.0,6247.357142857143,6918639.214285715,23.787237466666667,22.5114056,0.000100219904,19
2020-05-15 20:00:00,0.0,0.0,6247.357142857143,6918639.214285715,22.66317964285714,20.290725714285717,0.0,20
2020-05-15 20:15:00,0.0,0.0,6247.357142857143,6918639.214285715,23.412097066666668,20.736596666666667,0.0,20
2020-05-15 20:30:00,0.0,0.0,6247.357142857143,6918639.214285715,22.30098866666667,20.375416933333337,0.0,20
2020-05-15 20:45:00,0.0,0.0,6247.357142857143,6918639.214285715,22.0374816,20.312805133333327,0.0,20
2020-05-15 21:00:00,0.0,0.0,6247.357142857143,6918639.214285715,22.168518066666667,20.6512674,0.0,21
2020-05-15 21:15:00,0.0,0.0,3975.590909090909,6859050.681818182,22.1193604,20.632086200000003,0.0,21
2020-05-15 21:30:00,0.0,0.0,3975.590909090909,6859050.681818182,22.221250333333334,20.75869966666667,0.0,21
2020-05-15 21:45:00,0.0,0.0,3975.590909090909,6859050.681818182,22.236828466666665,20.914416666666668,0.0,21
2020-05-15 22:00:00,0.0,0.0,3975.590909090909,6859050.681818182,22.22185842857143,20.895703928571425,0.0,22
2020-05-15 22:15:00,0.0,0.0,3975.590909090909,6859050.681818182,22.149312533333333,20.732185866666665,0.0,22
2020-05-15 22:30:00,0.0,0.0,3975.590909090909,6859050.681818182,22.104713866666668,20.82985206666667,0.0,22
2020-05-15 22:45:00,0.0,0.0,3975.590909090909,6859050.681818182,22.057079933333338,21.072275666666663,0.0,22
2020-05-15 23:00:00,0.0,0.0,3975.590909090909,6859050.681818182,22.23601830769231,21.241316538461536,0.0,23
2020-05-16 02:00:00,0.0,0.0,0.0,6921568.75,21.68216,20.072144,0.0,2
2020-05-16 02:15:00,0.0,0.0,0.0,6859050.681818182,21.6884114,19.9192038,0.0,2
2020-05-16 02:30:00,0.0,0.0,0.0,6859050.681818182,21.510408533333337,19.59269193333333,0.0,2
2020-05-16 02:45:00,0.0,0.0,0.0,6859050.681818182,21.496287,19.6248698,0.0,2
2020-05-16 03:00:00,0.0,0.0,0.0,6859050.681818182,21.6459126,20.065205933333328,0.0,3
2020-05-16 03:15:00,0.0,0.0,0.0,6859050.681818182,21.674314200000005,20.11216013333333,0.0,3
2020-05-16 03:30:00,0.0,0.0,0.0,6859050.681818182,21.73142093333333,20.351884,0.0,3
2020-05-16 03:45:00,0.0,0.0,0.0,6859050.681818182,21.78016573333333,20.50589406666667,0.0,3
2020-05-16 04:00:00,0.0,0.0,0.0,6859050.681818182,21.85855535714285,20.81391042857143,0.0,4
2020-05-16 04:15:00,0.0,0.0,0.0,6859050.681818182,21.89991073333333,20.712640333333333,0.0,4
2020-05-16 04:30:00,0.0,0.0,0.0,6859050.681818182,21.92704853333333,20.726037733333335,0.0,4
2020-05-16 04:45:00,0.0,0.0,0.0,6859050.681818182,22.028684400000003,20.796402866666664,0.0,4
2020-05-16 05:00:00,0.0,0.0,0.0,6859050.681818182,21.93278,20.6822592,0.0,5
2020-05-16 05:15:00,0.0,0.0,0.0,6859050.681818182,21.866251666666663,20.472369333333333,0.0,5
2020-05-16 05:30:00,0.0,0.0,0.0,6859050.681818182,21.876585066666664,20.760192866666667,0.0,5
2020-05-16 05:45:00,0.0,0.0,0.0,6859050.681818182,21.959989266666664,20.5434348,0.0001471694642,5
2020-05-16 06:00:00,1131.05357143,109.162500001,0.07142857145454545,6859050.753272727,21.9232375,20.25681407142857,0.0062059593785714,6
2020-05-16 06:15:00,7475.3392856,722.4499999999999,4.124188311636363,6859054.805954546,21.860400400000003,20.4303872,0.0236337368666666,6
2020-05-16 06:30:00,15531.4285715,1505.28571429,16.56493506590909,6859067.246863636,21.985833666666664,21.195638,0.0495149681333333,6
2020-05-16 06:45:00,24837.357141,2414.7017856,38.37012987045455,6859089.05190909,22.13967073333333,22.189410333333328,0.0792696434666666,6
2020-05-16 07:00:00,34152.964285,3337.7285714,70.65990259772728,6859121.341772727,22.45271393333333,23.1112346,0.1090379683333333,7
2020-05-16 07:15:00,43348.053572,4249.375,113.29383116818181,6859163.988636363,22.6524518,24.241701266666663,0.1381154516666666,7
2020-05-16 07:30:00,54443.982143,5338.8321429,167.0819805181818,6859217.763863637,22.97513853333333,25.668487533333334,0.1741175246666666,7
2020-05-16 07:45:00,75347.571428,7404.7499999,238.14529221363637,6859288.8270000005,23.38855407142857,27.937476071428577,0.2436428057142857,7
2020-05-16 08:00:00,92338.64285799999,9070.4714286,332.4512987,6859383.133136363,23.8905234,30.79129613333333,0.2980529893333333,8
2020-05-16 08:15:00,105235.303573,10321.0410714,442.65584415000006,6859493.337681818,24.42785433333333,33.0092104,0.3386504113333334,8
2020-05-16 08:30:00,130559.589285,12793.2142858,571.870941559091,6859622.552772728,25.166898466666662,36.606188800000005,0.4275489526666667,8
2020-05-16 08:45:00,142487.017858,13958.0767856,726.39935065,6859777.081090909,25.757175666666665,38.892010733333336,0.4700814853333333,8
2020-05-16 09:00:00,140956.303572,13808.6267858,886.4431818136363,6859937.125,25.999422266666667,38.70590013333334,0.4611857686666666,9
2020-05-16 09:15:00,127605.142857,12505.0464286,1032.7207792454547,6860083.402590909,26.297007333333337,39.343784466666655,0.41958991,9
2020-05-16 09:30:00,129779.410713,12717.1303571,1176.6282467727272,6860227.310045455,26.59366866666667,39.879952333333335,0.420493884,9
2020-05-16 09:45:00,161148.232142,15778.1428572,1334.4488636818182,6860385.130636364,27.030969466666665,41.825665333333326,0.5405936786666665,9
2020-05-16 10:00:00,161620.160715,15823.0624999,1527.5592532272726,6860578.241090909,27.611354533333337,46.072651933333326,0.491453022,10
2020-05-16 10:15:00,156988.035715,15370.617857199999,1688.6972402727274,6860739.379045454,27.93121328571429,44.468571,0.4697288307142857,10
2020-05-16 10:30:00,206873.089291,20231.7249999,1896.8141233636363,6860947.495954546,28.2829874,48.962665,0.654436842,10
2020-05-16 10:45:00,183095.428571,17914.6571428,2115.0535714545454,6861165.735363636,28.78232633333333,50.154118,0.5955213746666665,10
2020-05-16 11:00:00,177344.375001,17355.6821429,2311.7199675454544,6861362.401772726,29.1554974,49.15606886666666,0.5752638966666666,11
2020-05-16 11:15:00,167348.357146,16382.2249999,2506.880681818182,6861557.5625,29.3643758,48.12385466666667,0.5423748746666666,11
2020-05-16 11:30:00,157634.875001,15434.8267857,2689.764610409091,6861740.446409091,29.6892496,46.51825533333333,0.4934305533333333,11
2020-05-16 11:45:00,194969.017857,19073.228571300002,2875.715097409091,6861926.396909091,29.8473918,47.0438902,0.62278731,11
2020-05-16 12:00:00,198417.839286,19409.3839285,3096.257305227273,6862146.9390909085,30.089862066666665,50.091819333333326,0.6620043019999999,12
2020-05-16 12:15:00,164938.357143,16146.9214285,3306.363636409091,6862357.045409092,30.376898714285712,48.67528185714285,0.5404251285714285,12
2020-05-16 12:30:00,228677.553569,22351.071427900002,3518.646104,6862569.327818182,30.8864686,50.44957046666666,0.76711941,12
2020-05-16 12:45:00,245404.19643,23955.614285,3783.261363727273,6862833.943090909,31.2210448,54.23274553333334,0.8122406413333334,12
2020-05-16 13:00:00,191385.517857,18721.417857200002,4029.8725649545454,6863080.554363637,31.31397713333333,52.8518024,0.636164586,13
2020-05-16 13:15:00,233783.17858,22843.682144,4268.255681818182,6863318.9375,31.66299653333333,52.0534832,0.7332435986666667,13
2020-05-16 13:30:00,185596.839283,18158.7285714,4500.233766227273,6863550.915590909,31.617256666666663,49.747872,0.5838647386666667,13
2020-05-16 13:45:00,155359.857143,15212.2035714,4686.034902590909,6863736.716727273,31.3661072,47.2997298,0.5023924839999999,13
2020-05-16 14:00:00,138304.017858,13548.9964284,4853.424513,6863904.106318181,31.423628733333334,46.57489593333333,0.435684946,14
2020-05-16 14:15:00,187844.482144,18380.15,5029.784902590909,6864080.466727273,31.98976833333333,47.82889013333333,0.5959771373333332,14
2020-05-16 14:30:00,163898.142858,16046.5160714,5236.1022728181815,6864286.784,32.24326421428572,48.35548621428571,0.5345009864285714,14
2020-05-16 14:45:00,160488.732143,15714.4446429,5413.642857136364,6864464.3246818185,32.3501976,46.20359726666666,0.5149644066666667,14
2020-05-16 15:00:00,157761.053571,15448.5982142,5587.6185065,6864638.3003181815,32.436879733333335,45.77020906666667,0.5036263826666665,15
2020-05-16 15:15:00,130584.214286,12795.3446429,5752.643668818182,6864803.3255,32.52414946666667,45.840537533333325,0.419735824,15
2020-05-16 15:30:00,111366.892859,10918.8928573,5885.983766227273,6864936.665590909,32.328025399999994,43.170092666666655,0.349962358,15
2020-05-16 15:45:00,84875.464285,8340.4500001,5994.359577909091,6865045.041409091,32.103391466666665,39.814438866666656,0.261408532,15
2020-05-16 16:00:00,74288.82143,7303.142857,6082.580357181819,6865133.262136363,32.029101733333334,37.712012,0.2276812526666666,16
2020-05-16 16:15:00,62692.464284,6150.5053572,6158.726461045455,6865209.408272727,31.9597596,36.301157466666666,0.191869824,16
2020-05-16 16:30:00,57192.375001,5608.7553573,6226.525162363637,6865277.206954545,31.90710457142857,35.77269607142857,0.1755969835714285,16
2020-05-16 16:45:00,48707.750001,4775.5607142,6285.038149227273,6865335.72009091,31.88745533333333,34.781236066666665,0.150128168,16
2020-05-16 17:00:00,43256.571428,4240.2982144,6337.012987,6865387.694818183,31.747082466666665,33.73915806666666,0.1337432077333333,17
2020-05-16 17:15:00,35250.160716,3448.0714285,6380.866883090909,6865431.548727273,31.540801866666666,32.74589640000001,0.109053603,17
2020-05-16 17:30:00,25881.785715,2516.7553571,6415.098214318182,6865465.78,31.300166866666668,31.599767866666667,0.0795873111333333,17
2020-05-16 17:45:00,16533.9107144,1603.10178571,6438.645292227273,6865489.32709091,31.0485982,30.124161733333327,0.0504507636666666,17
2020-05-16 18:00:00,8626.3392856,833.82857144,6452.475649318181,6865503.1575,30.311684133333333,28.36227433333333,0.0262128633333333,18
2020-05-16 18:15:00,2770.2678569,267.32500001,6458.7564934090915,6865509.438409091,29.54822573333333,26.94033806666667,0.0088122812133333,18
2020-05-16 18:30:00,0.0,0.0,6459.727272727273,6865510.409090909,28.97306333333333,25.9079486,0.00035944967324,18
2020-05-16 18:45:00,0.0,0.0,6459.727272727273,6865510.409090909,28.6859842,25.503218533333328,0.0,18
2020-05-16 19:00:00,0.0,0.0,6459.727272727273,6865510.409090909,28.310195785714285,25.379072142857144,0.0,19
2020-05-16 19:15:00,0.0,0.0,6459.727272727273,6865510.409090909,27.9578898,25.1996236,0.0,19
2020-05-16 19:30:00,0.0,0.0,6459.727272727273,6865510.409090909,27.57085773333333,25.1651774,0.0,19
2020-05-16 19:45:00,0.0,0.0,6459.727272727273,6865510.409090909,27.256431,24.9509702,0.0,19
2020-05-16 20:00:00,0.0,0.0,6459.727272727273,6865510.409090909,26.941198600000003,24.4972452,0.0,20
2020-05-16 20:15:00,0.0,0.0,6459.727272727273,6865510.409090909,26.701993733333328,24.079714066666664,0.0,20
2020-05-16 20:30:00,0.0,0.0,6459.727272727273,6865510.409090909,26.483793,23.827305133333336,0.0,20
2020-05-16 20:45:00,0.0,0.0,6459.727272727273,6865510.409090909,26.312024857142855,23.62220114285714,0.0,20
2020-05-16 21:00:00,0.0,0.0,6459.727272727273,6865510.409090909,26.0082478,23.321525066666663,0.0,21
2020-05-16 21:15:00,0.0,0.0,6459.727272727273,6865510.409090909,25.61655473333333,22.952588,0.0,21
2020-05-16 21:30:00,0.0,0.0,6459.727272727273,6865510.409090909,25.28644193333333,22.64899693333333,0.0,21
2020-05-16 21:45:00,0.0,0.0,6459.727272727273,6865510.409090909,25.1239094,22.43270273333333,0.0,21
2020-05-16 22:00:00,0.0,0.0,6459.727272727273,6865510.409090909,25.0534728,22.2860412,0.0,22
2020-05-16 22:15:00,0.0,0.0,6459.727272727273,6865510.409090909,24.8400106,22.0829142,0.0,22
2020-05-16 22:30:00,0.0,0.0,6459.727272727273,6865510.409090909,24.612066533333333,21.97715853333333,0.0,22
2020-05-16 22:45:00,0.0,0.0,6459.727272727273,6865510.409090909,24.492980857142857,22.052697285714284,0.0,22
2020-05-16 23:00:00,0.0,0.0,6459.727272727273,6865510.409090909,24.461625066666663,22.18635246666667,0.0,23
2020-05-16 23:15:00,0.0,0.0,6459.727272727273,6865510.409090909,24.39256806666667,22.2029236,0.0,23
2020-05-16 23:30:00,0.0,0.0,6459.727272727273,6865510.409090909,24.3780212,22.112622066666667,0.0,23
2020-05-16 23:45:00,0.0,0.0,5944.5,6865510.409090909,24.2493468,21.814211066666665,0.0,23
2020-05-17 00:00:00,0.0,0.0,223.0909090909091,6865510.409090909,24.170165933333333,21.63149,0.0,0
2020-05-17 00:15:00,0.0,0.0,0.0,6865510.409090909,24.011531466666668,21.6482788,0.0,0
2020-05-17 00:30:00,0.0,0.0,0.0,6865510.409090909,23.8949484,21.48822633333333,0.0,0
2020-05-17 00:45:00,0.0,0.0,0.0,6865510.409090909,23.936809,21.515644642857144,0.0,0
2020-05-17 01:00:00,0.0,0.0,0.0,6865510.409090909,23.879315066666667,21.539557066666667,0.0,1
2020-05-17 01:15:00,0.0,0.0,0.0,6865510.409090909,23.75795086666667,21.39526566666667,0.0,1
2020-05-17 01:30:00,0.0,0.0,0.0,6865510.409090909,23.732131937500004,21.8714694375,0.0,1
2020-05-17 01:45:00,0.0,0.0,0.0,6865510.409090909,23.726536066666668,21.646289066666665,0.0,1
2020-05-17 02:00:00,0.0,0.0,0.0,6865510.409090909,23.5248778,21.337225266666668,0.0,2
2020-05-17 02:15:00,0.0,0.0,0.0,6865510.409090909,23.45815413333333,21.357688333333336,0.0,2
2020-05-17 02:30:00,0.0,0.0,0.0,6865510.409090909,23.3887412,21.382649866666668,0.0,2
2020-05-17 02:45:00,0.0,0.0,0.0,6865510.409090909,23.265284928571425,21.255172642857147,0.0,2
2020-05-17 03:00:00,0.0,0.0,0.0,6865510.409090909,23.317295400000003,21.500791266666663,0.0,3
2020-05-17 03:15:00,0.0,0.0,0.0,6865510.409090909,23.213891600000004,21.4639018,0.0,3
2020-05-17 03:30:00,0.0,0.0,0.0,6865510.409090909,22.9518738,20.877089466666664,0.0,3
2020-05-17 03:45:00,0.0,0.0,0.0,6865510.409090909,22.941931,20.8091066,0.0,3
2020-05-17 04:00:00,0.0,0.0,0.0,6865510.409090909,22.86391193333333,20.755200200000004,0.0,4
2020-05-17 04:15:00,0.0,0.0,0.0,6865510.409090909,22.822157866666668,20.885530466666665,0.0,4
2020-05-17 04:30:00,0.0,0.0,0.0,6865510.409090909,22.8671814,21.154836066666668,0.0,4
2020-05-17 04:45:00,0.0,0.0,0.0,6865510.409090909,22.746960466666668,21.0750916,0.0,4
2020-05-17 05:00:00,0.0,0.0,0.0,6865510.409090909,22.567999266666664,20.847640066666667,0.0,5
2020-05-17 05:15:00,0.0,0.0,0.0,6865510.409090909,22.572514071428568,20.91312521428572,0.0,5
2020-05-17 05:30:00,0.0,0.0,0.0,6865510.409090909,22.549147400000003,21.070228933333333,0.0,5
2020-05-17 05:45:00,0.0,0.0,0.0,6865510.409090909,22.5879394,21.22639153333333,0.000333454882,5
2020-05-17 06:00:00,33.875,3.2625,0.005681818181818182,6865510.4147727275,22.69311313333333,21.416339066666666,0.00478462602,6
2020-05-17 06:15:00,2686.3214286,259.15714286,1.0974025974545454,6865511.506545454,22.79481626666667,21.689546733333334,0.0123497075333333,6
2020-05-17 06:30:00,9962.3571428,963.41428573,7.540584415500001,6865517.949590909,22.685673066666663,21.89033826666667,0.0341808814,6
2020-05-17 06:45:00,19398.2142856,1883.04464287,22.913961038636362,6865533.323045454,22.94856573333333,22.59763193333333,0.0679046076,6
2020-05-17 07:00:00,31089.035716,3034.2642858,50.76623376636364,6865561.175363637,23.29249893333333,23.8324564,0.1069960559333333,7
2020-05-17 07:15:00,54007.767857,5296.4375,97.92045454363637,6865608.329545454,23.61099233333333,25.83404733333333,0.1964333966666666,7
2020-05-17 07:30:00,62683.946427999996,6154.7196431,158.33360389545453,6865668.742681817,23.908458142857143,27.4991695,0.2219224921428571,7
2020-05-17 07:45:00,94392.714285,9265.5714285,246.11282466818182,6865756.521954546,24.331876666666663,30.97835493333333,0.3224647546666666,7
2020-05-17 08:00:00,111470.267857,10929.7982145,367.12824675,6865877.537363636,25.0617614,34.63271466666667,0.3787024119999999,8
2020-05-17 08:15:00,113588.17857,11135.2946429,490.6663961,6866001.075545454,25.646803733333336,37.81797673333334,0.3835502693333333,8
2020-05-17 08:30:00,123013.892857,12057.8107142,617.3206168818182,6866127.729727272,26.14622593333333,40.326182133333326,0.4169753466666666,8
2020-05-17 08:45:00,164801.160715,16134.9196428,775.6956168909092,6866286.104681819,27.030932600000003,44.45619293333334,0.561811632,8
2020-05-17 09:00:00,169528.375,16595.9624999,969.4439934999999,6866479.853090909,27.683191,48.176432,0.5760844593333334,9
2020-05-17 09:15:00,142848.482143,13991.1553571,1129.8652597272726,6866640.274363637,27.985940285714285,45.11740971428571,0.4417064292857143,9
2020-05-17 09:30:00,183590.821428,17965.3107143,1325.2564935,6866835.665590909,28.59910273333333,46.90497853333333,0.626964662,9
2020-05-17 09:45:00,227299.58929,22218.2303581,1547.1826298181818,6867057.591772727,29.23562,49.9406148,0.7723580713333332,9
2020-05-17 10:00:00,216354.160702,21149.9892858,1804.8384740000001,6867315.247590909,30.091312666666663,52.08946933333333,0.7535374446666667,10
2020-05-17 10:15:00,213328.357147,20861.5571429,2033.6306818181818,6867544.091727273,30.02618813333333,48.932501133333325,0.7175451686666666,10
2020-05-17 10:30:00,225160.44644,21990.9107148,2279.8904220909094,6867790.2995,30.158901066666665,50.718400200000005,0.685881602,10
